"Cycle","fips","County","State","From_Women","Dem_Fem_Pct","Repub_Fem_Pct"
"2000","51540","CHARLOTTESVILLE (CITY)","Virginia",144434,63.6033330481,28.2719644143
"2000","19101","JEFFERSON","Iowa",156604,4.0849673203,23.7721915937
"2000","44005","NEWPORT","Rhode Island",155540,41.8326871592,31.4364993724
"2000","37097","IREDELL","North Carolina",41995,60.146400976,36.9179468858
"2000","18085","KOSCIUSKO","Indiana",49693,39.6825396825,38.3369850281
"2000","29071","FRANKLIN","Missouri",68852,35.5975924334,38.637779016
"2000","13127","GLYNN","Georgia",144501,30.7931799157,35.9892892142
"2000","37135","ORANGE","North Carolina",199748,42.5744078847,23.9116359775
"2000","05007","BENTON","Arkansas",146554,54.8871286187,35.7660240345
"2000","55117","SHEBOYGAN","Wisconsin",64832,5.5292259084,36.6505200171
"2000","12069","LAKE","Florida",188029,53.5770449762,35.7750295547
"2000","24041","TALBOT","Maryland",149990,15.8704553915,43.4591345477
"2000","06081","SAN MATEO","California",3247053,37.5686459336,36.035933143
"2000","06041","MARIN","California",1191780,41.3694752239,25.7601137545
"2000","13275","THOMAS","Georgia",98263,73.7270875764,34.0523229802
"2000","47013","CAMPBELL","Tennessee",34300,35.7422969188,35.6310679612
"2000","04023","SANTA CRUZ","Arizona",51800,72.7806309611,21.3140086322
"2000","55073","MARATHON","Wisconsin",61781,29.5006747638,40.6823549721
"2000","36079","PUTNAM","New York",80070,52.4185068349,21.8052256532
"2000","25001","BARNSTABLE","Massachusetts",194629,46.3135708513,25.416530995
"2000","47149","RUTHERFORD","Tennessee",110970,34.8112958564,36.6526189043
"2000","25015","HAMPSHIRE","Massachusetts",109502,38.474249272,17.8107249446
"2000","23013","KNOX","Maine",82133,36.0767680414,35.6148510549
"2000","21145","MC CRACKEN","Kentucky",135480,40.0675566994,27.728652501
"2000","31079","HALL","Nebraska",39570,9.1208512795,30.2727877578
"2000","26155","SHIAWASSEE","Michigan",30337,44.0173023029,35.1334729564
"2000","16055","KOOTENAI","Idaho",57027,46.5227817746,31.5064674398
"2000","13237","PUTNAM","Georgia",51845,0,37.3994929373
"2000","32510","CARSON CITY","Nevada",35743,35.8255451713,31.9707634001
"2000","51610","FALLS CHURCH (CITY)","Virginia",115598,30.0294691404,40.1151489662
"2000","24009","CALVERT","Maryland",40575,32.3563892145,38.2477907559
"2000","35013","DONA ANA","New Mexico",103066,54.7192427083,29.9987918328
"2000","12001","ALACHUA","Florida",177108,36.2008950771,36.5016459253
"2000","06055","NAPA","California",224923,45.1754451818,26.9934279221
"2000","36005","BRONX","New York",333604,38.4439247519,27.2901642469
"2000","30063","MISSOULA","Montana",93541,37.2844170882,36.2463343109
"2000","42131","WYOMING","Pennsylvania",39755,11.565150347,37.6579742607
"2000","06101","SUTTER","California",26817,40.5063291139,35.8158759095
"2000","44001","BRISTOL","Rhode Island",118908,40.624303647,24.9538492936
"2000","39041","DELAWARE","Ohio",208352,61.2803831749,27.6629314705
"2000","47011","BRADLEY","Tennessee",93509,28.1434855149,38.3982567392
"2000","06065","RIVERSIDE","California",762362,31.8971926555,35.9194938869
"2000","48381","RANDALL","Texas",148273,34.0175953079,36.1625390101
"2000","46065","HUGHES","South Dakota",30840,19.2477876106,37.2342503027
"2000","37175","TRANSYLVANIA","North Carolina",33575,49.5614035088,20.9775144742
"2000","32005","DOUGLAS","Nevada",83699,48.9794050343,30.0958617292
"2000","56039","TETON","Wyoming",295624,54.9497447352,27.9987703658
"2000","53027","GRAYS HARBOR","Washington",35820,27.7494620002,36.7972265062
"2000","47031","COFFEE","Tennessee",33960,29.1560102302,37.4873353597
"2000","31157","SCOTTS BLUFF","Nebraska",27250,77.6744186047,28.4275252603
"2000","19169","STORY","Iowa",40400,34.4647519582,44.4751633688
"2000","39057","GREENE","Ohio",84907,22.0443985545,35.7066599375
"2000","06075","SAN FRANCISCO","California",3550348,35.7541376368,28.2551114578
"2000","17179","TAZEWELL","Illinois",52771,42.6059979317,35.922338501
"2000","30049","LEWIS AND CLARK","Montana",72226,42.2638653966,27.5075642513
"2000","48141","EL PASO","Texas",448183,34.1124118706,33.9180131039
"2000","48203","HARRISON","Texas",78293,28.7474332649,44.3594868158
"2000","33003","CARROLL","New Hampshire",61050,48.53849651,31.2771160369
"2000","21185","OLDHAM","Kentucky",59915,30.9034907598,33.189033189
"2000","06097","SONOMA","California",305592,39.4821689949,30.534850937
"2000","27137","ST. LOUIS","Minnesota",83542,36.2940390873,22.5846622159
"2000","39043","ERIE","Ohio",44718,37.788531775,40.6478390328
"2000","36021","COLUMBIA","New York",44186,49.1968260112,23.5539218939
"2000","50027","WINDSOR","Vermont",62193,38.7948000829,22.1372509559
"2000","48479","WEBB","Texas",102057,22.9885057471,34.4355506879
"2000","41039","LANE","Oregon",166971,45.3667442845,27.9436128127
"2000","49043","SUMMIT","Utah",65338,54.6209186497,27.7561617377
"2000","13117","FORSYTH","Georgia",37630,51.7741106073,24.3051194172
"2000","48265","KERR","Texas",63333,21.3691026827,32.250261276
"2000","36119","WESTCHESTER","New York",4020575,38.6558182442,25.058890788
"2000","18137","RIPLEY","Indiana",28100,19.2307692308,38.0642831347
"2000","04019","PIMA","Arizona",816014,38.5650388737,32.8586340437
"2000","21037","CAMPBELL","Kentucky",72816,36.9989165764,34.4639255835
"2000","12091","OKALOOSA","Florida",96443,43.0765585283,30.8447490619
"2000","36111","ULSTER","New York",110433,36.9217946937,25.3184614152
"2000","31001","ADAMS","Nebraska",42034,29.6122054168,33.4362912072
"2000","18083","KNOX","Indiana",32526,25.7200267917,41.8427797865
"2000","34021","MERCER","New Jersey",1101879,40.6751926541,26.2637770563
"2000","47001","ANDERSON","Tennessee",96793,29.7658351463,33.7502165252
"2000","37125","MOORE","North Carolina",37616,28.4109328713,34.5625680914
"2000","10003","NEW CASTLE","Delaware",1313945,32.1414022341,33.5198853711
"2000","41019","DOUGLAS","Oregon",53242,34.50866473,31.3679771106
"2000","25017","MIDDLESEX","Massachusetts",2761112,35.8477094413,23.1392882459
"2000","21021","BOYLE","Kentucky",26541,7.720743063,43.814374432
"2000","06085","SANTA CLARA","California",3202762,35.5494215716,30.0093574258
"2000","27123","RAMSEY","Minnesota",614039,42.6087695571,22.4027576533
"2000","37189","WATAUGA","North Carolina",69451,41.975308642,24.3606998654
"2000","06037","LOS ANGELES","California",12582701,34.1659571614,29.7115258196
"2000","06017","EL DORADO","California",48754,53.7097460633,26.2478003126
"2000","36081","QUEENS","New York",754582,34.1197992438,28.5265480584
"2000","01049","DE KALB","Alabama",33681,40.8569802423,30.4186082434
"2000","39045","FAIRFIELD","Ohio",39416,45.168624479,30.8180153293
"2000","45091","YORK","South Carolina",164057,26.0142749812,35.4522698575
"2000","06013","CONTRA COSTA","California",1008562,36.5677692,31.7688939319
"2000","18053","GRANT","Indiana",31290,3.0534351145,28.7422997108
"2000","20045","DOUGLAS","Kansas",70390,43.7355532769,29.9529230117
"2000","48423","SMITH","Texas",266359,10.6803065482,35.395376319
"2000","48375","POTTER","Texas",195266,43.8223571835,31.573978401
"2000","35001","BERNALILLO","New Mexico",699436,36.2605075851,27.8875169923
"2000","36061","NEW YORK","New York",17424234,36.013302146,22.8930920081
"2000","34019","HUNTERDON","New Jersey",299990,34.467978712,30.5821754125
"2000","47189","WILSON","Tennessee",54123,37.3206345202,24.993253749
"2000","08097","PITKIN","Colorado",184132,36.579701169,23.0794803976
"2000","09011","NEW LONDON","Connecticut",295028,23.3307984359,37.7996685
"2000","39155","TRUMBULL","Ohio",75347,32.931599054,32.1988166329
"2000","48469","VICTORIA","Texas",73961,17.7742360197,40.4087617369
"2000","51510","ALEXANDRIA (CITY)","Virginia",1312938,38.2125489422,27.6896827453
"2000","26049","GENESEE","Michigan",187275,33.4841338782,33.0850790168
"2000","12099","PALM BEACH","Florida",3285415,35.0527271055,28.7290397574
"2000","06073","SAN DIEGO","California",3125241,36.1927442864,29.1076933434
"2000","40101","MUSKOGEE","Oklahoma",63200,29.5003010235,34.1785516168
"2000","26111","MIDLAND","Michigan",140398,64.571092832,29.6957020335
"2000","53015","COWLITZ","Washington",40687,46.61563966,30.32802427
"2000","06001","ALAMEDA","California",1138859,32.3942199051,26.5828456133
"2000","12085","MARTIN","Florida",310508,28.8159172113,32.3949371136
"2000","48029","BEXAR","Texas",1416363,24.1316824067,35.1672495448
"2000","50007","CHITTENDEN","Vermont",158009,45.255492471,27.4589652225
"2000","37025","CABARRUS","North Carolina",89618,23.7154150198,34.5807893143
"2000","41071","YAMHILL","Oregon",29839,34.4708209693,29.7132743363
"2000","30029","FLATHEAD","Montana",74330,42.762199563,28.7031848045
"2000","26161","WASHTENAW","Michigan",613366,38.6379033506,27.0953108059
"2000","47065","HAMILTON","Tennessee",604797,48.0274936349,27.1889187771
"2000","22079","RAPIDES","Louisiana",73369,41.6248848869,25.5873942842
"2000","48397","ROCKWALL","Texas",25810,37.793502734,28.7138584247
"2000","05051","GARLAND","Arkansas",68098,27.8356254768,34.0017920107
"2000","24031","MONTGOMERY","Maryland",4089333,36.0836471982,24.2717862413
"2000","12101","PASCO","Florida",71047,32.2105263158,26.1953270956
"2000","36047","KINGS","New York",1058615,30.0334468648,30.9707874155
"2000","53061","SNOHOMISH","Washington",286334,40.8500152028,27.4862695884
"2000","26065","INGHAM","Michigan",358003,36.6856148801,26.1149887614
"2000","06079","SAN LUIS OBISPO","California",109026,37.3988624141,29.1460323233
"2000","42071","LANCASTER","Pennsylvania",251490,37.8831820423,33.3143953298
"2000","39083","KNOX","Ohio",34165,36.5079365079,32.7923707546
"2000","29019","BOONE","Missouri",169438,32.3389220033,30.860505836
"2000","06059","ORANGE","California",2902155,36.1895619132,31.0762054522
"2000","33013","MERRIMACK","New Hampshire",179406,46.9498046818,23.4289557184
"2000","48367","PARKER","Texas",59640,50.3546099291,31.0127916784
"2000","36027","DUTCHESS","New York",122373,41.6025818081,21.5487086807
"2000","21239","WOODFORD","Kentucky",55650,34.125188537,34.3206573667
"2000","28121","RANKIN","Mississippi",62016,39.0736342043,30.3918030583
"2000","37063","DURHAM","North Carolina",167523,33.1508458728,29.9519202549
"2000","34029","OCEAN","New Jersey",357904,30.4943574537,31.1398447439
"2000","37031","CARTERET","North Carolina",30231,32.4074074074,24.6830104672
"2000","08059","JEFFERSON","Colorado",399442,47.8241851941,24.6458121203
"2000","48027","BELL","Texas",144234,32.2823098075,31.4919933868
"2000","06111","VENTURA","California",555887,32.0282050768,31.5831737785
"2000","33017","STRAFFORD","New Hampshire",39255,40.9923056514,23.3474094527
"2000","08067","LA PLATA","Colorado",28265,22.6856501447,35.5759471384
"2000","04013","MARICOPA","Arizona",2777373,25.7175739696,32.3940689829
"2000","10005","SUSSEX","Delaware",106552,37.7430593467,28.4497703142
"2000","06053","MONTEREY","California",345822,43.3349772854,27.116675959
"2000","19163","SCOTT","Iowa",90978,34.9629447652,33.3817862214
"2000","48417","SHACKELFORD","Texas",25750,0,32.5578454925
"2000","42075","LEBANON","Pennsylvania",59751,35.2839931153,32.4655288119
"2000","51047","CULPEPER","Virginia",25360,29.4494238156,30.5824278703
"2000","47035","CUMBERLAND","Tennessee",31162,36.9577625571,27.8326252407
"2000","51075","GOOCHLAND","Virginia",41925,21.2950890917,30.6897465336
"2000","48063","CAMP","Texas",35489,25.8620689655,36.0081017889
"2000","21111","JEFFERSON","Kentucky",1168327,32.0479741064,31.2162580477
"2000","10001","KENT","Delaware",59274,35.3981126155,28.7009093436
"2000","12109","ST. JOHNS","Florida",254063,38.7346945612,28.8669992801
"2000","26093","LIVINGSTON","Michigan",113766,49.4379360841,27.0524362277
"2000","11001","DISTRICT OF COLUMBIA","District of Columbia",6835220,33.1235008082,25.1253072997
"2000","48321","MATAGORDA","Texas",31450,34.5720256079,20.2702702703
"2000","18173","WARRICK","Indiana",59375,33.8068181818,28.5677544439
"2000","37107","LENOIR","North Carolina",56439,30.6491476514,30.299302993
"2000","48453","TRAVIS","Texas",1599647,34.3370951819,26.6372103959
"2000","13115","FLOYD","Georgia",78503,33.6147352264,28.2277614419
"2000","08013","BOULDER","Colorado",310031,35.758383539,22.4561961377
"2000","12115","SARASOTA","Florida",294766,37.6307422274,27.428863437
"2000","06089","SHASTA","California",49491,27.6270006959,31.4822459168
"2000","01081","LEE","Alabama",29316,19.4029850746,33.1045514032
"2000","12073","LEON","Florida",260654,30.756211763,30.6451510877
"2000","26139","OTTAWA","Michigan",240613,38.1224179963,28.2157742841
"2000","12097","OSCEOLA","Florida",37479,28.1059611566,32.6260272292
"2000","12019","CLAY","Florida",47373,53.7878787879,27.1443290118
"2000","47059","GREENE","Tennessee",27150,21.2439924775,31.9424460432
"2000","44009","WASHINGTON","Rhode Island",152546,27.7428555553,31.1489475554
"2000","46127","UNION","South Dakota",43660,20.0458190149,34.0819333923
"2000","06077","SAN JOAQUIN","California",225170,22.747829233,31.6636126165
"2000","47165","SUMNER","Tennessee",70375,27.0136070975,35.5578796
"2000","29105","LACLEDE","Missouri",26159,38.0966952264,24.8513608331
"2000","18057","HAMILTON","Indiana",371802,32.7921245835,30.1312349261
"2000","21073","FRANKLIN","Kentucky",156467,30.3824362606,26.2582530577
"2000","37067","FORSYTH","North Carolina",326813,32.0704930547,30.0347643005
"2000","06029","KERN","California",225581,29.3643857831,31.8418706214
"2000","18105","MONROE","Indiana",104652,21.7024969208,37.8459766412
"2000","48491","WILLIAMSON","Texas",76210,48.9448863907,26.4632742223
"2000","18141","ST. JOSEPH","Indiana",141612,23.2090707435,35.2667266336
"2000","04025","YAVAPAI","Arizona",85295,48.2954545455,27.6465427737
"2000","12127","VOLUSIA","Florida",174622,31.2752748814,29.9134663403
"2000","47037","DAVIDSON","Tennessee",1502857,34.6390696505,28.6457922166
"2000","12113","SANTA ROSA","Florida",53395,23.1445655997,33.2770704143
"2000","26163","WAYNE","Michigan",1447375,30.0004368847,30.1073575398
"2000","47159","SMITH","Tennessee",38360,39.5081316938,20.8098362218
"2000","21117","KENTON","Kentucky",191777,35.9522363088,24.4888115622
"2000","34013","ESSEX","New Jersey",1789580,31.0818093964,27.6218756306
"2000","20091","JOHNSON","Kansas",957918,32.5516026637,30.3375066473
"2000","24045","WICOMICO","Maryland",45903,21.4559386973,39.8964262962
"2000","37085","HARNETT","North Carolina",36653,32.1707659802,27.6446148929
"2000","48309","MC LENNAN","Texas",194146,33.3085430591,27.6677857614
"2000","26045","EATON","Michigan",34494,55.1633027523,24.1910270439
"2000","42105","POTTER","Pennsylvania",35800,81.2834224599,16
"2000","08069","LARIMER","Colorado",82833,33.9017397439,29.2846730198
"2000","39009","ATHENS","Ohio",26382,43.5073891626,20.4942736588
"2000","40031","COMANCHE","Oklahoma",32687,3.5971223022,36.1863679639
"2000","51013","ARLINGTON","Virginia",1313451,34.3581093617,24.0965186363
"2000","09005","LITCHFIELD","Connecticut",227970,31.0277852711,26.7481618717
"2000","20177","SHAWNEE","Kansas",139422,30.5872204079,31.6730803467
"2000","23031","YORK","Maine",110903,33.8446275946,28.62640996
"2000","47163","SULLIVAN","Tennessee",70352,16.7597765363,30.3639872781
"2000","54011","CABELL","West Virginia",50801,19.9456029012,37.1816953558
"2000","06099","STANISLAUS","California",170779,35.1429497637,27.2417455809
"2000","12021","COLLIER","Florida",602705,35.4195552889,28.3956555308
"2000","53033","KING","Washington",4032546,33.3036735317,25.565835457
"2000","48477","WASHINGTON","Texas",40750,0,30.0909415121
"2000","33011","HILLSBOROUGH","New Hampshire",339017,37.1018288975,26.0582760073
"2000","27109","OLMSTED","Minnesota",77461,35.9142607174,28.1810484579
"2000","29213","TANEY","Missouri",27506,7.1428571429,34.8134563125
"2000","51760","Richmond City","Virginia",209330,34.7370553919,27.8082218547
"2000","36087","ROCKLAND","New York",256770,32.940055444,24.9427204008
"2000","24021","FREDERICK","Maryland",62640,36.2591742718,20.6826751987
"2000","25003","BERKSHIRE","Massachusetts",109480,20.7386285746,39.4767252162
"2000","29031","CAPE GIRARDEAU","Missouri",91402,22.1132421932,34.4885049821
"2000","36053","MADISON","New York",39230,45.1688555347,19.6500486044
"2000","12103","PINELLAS","Florida",516869,36.8077561703,26.375101417
"2000","51041","CHESTERFIELD","Virginia",207581,34.9898766796,29.9168685408
"2000","48091","COMAL","Texas",34951,32.0388349515,26.3108481348
"2000","23005","CUMBERLAND","Maine",345032,35.0911716098,24.1227823148
"2000","09001","FAIRFIELD","Connecticut",4364991,34.5740872532,25.7580873789
"2000","48121","DENTON","Texas",212274,24.4753254568,31.5364286619
"2000","48113","DALLAS","Texas",4758938,28.0385659778,29.9355307547
"2000","22057","LAFOURCHE","Louisiana",115053,19.1489361702,32.981812867
"2000","05139","UNION","Arkansas",77690,23.945267959,30.9090824506
"2000","12081","MANATEE","Florida",216348,39.3568762561,26.767064536
"2000","08037","EAGLE","Colorado",100832,31.4107781711,22.7164124242
"2000","12033","ESCAMBIA","Florida",152739,28.1444329107,29.9549589601
"2000","39023","CLARK","Ohio",51549,75.777435966,20.7451044001
"2000","21113","JESSAMINE","Kentucky",39265,30.5273664948,25.3161873808
"2000","49049","UTAH","Utah",115446,27.1848091959,28.8178982612
"2000","39157","TUSCARAWAS","Ohio",31537,78.7396423899,24.6290801187
"2000","45043","GEORGETOWN","South Carolina",31225,27.4447949527,27.3428544457
"2000","12005","BAY","Florida",143180,26.7059536267,30.3907848549
"2000","08031","DENVER","Colorado",1027834,34.2698783398,23.1249917186
"2000","48183","GREGG","Texas",92485,32.7813640191,27.9462406067
"2000","18097","MARION","Indiana",1112044,26.4869768512,30.4047012142
"2000","48061","CAMERON","Texas",107385,32.8218952675,27.5994444736
"2000","26115","MONROE","Michigan",52422,12.5603864734,30.1557551465
"2000","31055","DOUGLAS","Nebraska",988543,27.1815524097,30.4113898516
"2000","48041","BRAZOS","Texas",54016,20.5938697318,28.2794729992
"2000","48355","NUECES","Texas",177473,28.8796680498,30.2307971815
"2000","30031","GALLATIN","Montana",85520,30.6385975896,29.5438451042
"2000","06019","FRESNO","California",331021,39.9910250719,28.0375502468
"2000","02090","FAIRBANKS NORTH STAR","Alaska",34324,51.0650788326,17.8866655265
"2000","12011","BROWARD","Florida",1490360,29.1826984792,28.5792424244
"2000","36083","RENSSELAER","New York",72275,54.6763728438,21.1165894716
"2000","48167","GALVESTON","Texas",138194,34.0986656964,29.940183893
"2000","55079","MILWAUKEE","Wisconsin",540962,30.6969552637,25.4887631359
"2000","26145","SAGINAW","Michigan",56353,27.5176274288,31.0124293187
"2000","29165","PLATTE","Missouri",57191,29.760683059,33.1359264113
"2000","05045","FAULKNER","Arkansas",40100,16.8432491171,34.6322722283
"2000","34039","UNION","New Jersey",1062684,30.6215540216,25.9947211865
"2000","27163","WASHINGTON","Minnesota",127960,35.9814378723,23.3563927736
"2000","48201","HARRIS","Texas",5079284,24.0678350233,30.2688475463
"2000","34001","ATLANTIC","New Jersey",395201,20.7347696048,30.7845337963
"2000","53063","SPOKANE","Washington",216009,28.892363397,28.3159265224
"2000","34015","GLOUCESTER","New Jersey",116748,24.5083207262,33.3510177146
"2000","05093","MISSISSIPPI","Arkansas",37909,20.623501199,30.5889871126
"2000","51095","JAMES CITY","Virginia",94585,42.4845782691,24.1703447561
"2000","36071","ORANGE","New York",146076,31.7576422541,28.1076649189
"2000","36103","SUFFOLK","New York",1489241,32.4012852432,23.9604823192
"2000","48039","BRAZORIA","Texas",68322,20.1633750388,30.7866079703
"2000","26125","OAKLAND","Michigan",2758297,31.0942861072,27.0196338923
"2000","34009","CAPE MAY","New Jersey",141194,22.2672064777,28.8336697017
"2000","18063","HENDRICKS","Indiana",34028,10.4677060134,37.0726470237
"2000","48085","COLLIN","Texas",588574,32.631972155,30.0474869646
"2000","32003","CLARK","Nevada",1833291,29.8023371092,26.6490573124
"2000","21049","CLARK","Kentucky",30737,26.219530299,33.4263782275
"2000","24003","ANNE ARUNDEL","Maryland",452755,37.1047548576,23.268679038
"2000","26073","ISABELLA","Michigan",34200,17.0227752994,29.3673887272
"2000","42091","MONTGOMERY","Pennsylvania",1841983,32.6442297771,23.8343997988
"2000","16013","BLAINE","Idaho",58690,35.6083443868,28.7180762263
"2000","08005","ARAPAHOE","Colorado",721714,35.1263407217,23.139773536
"2000","45073","OCONEE","South Carolina",31940,14.7286821705,23.7385853583
"2000","39089","LICKING","Ohio",91150,42.4248927039,28.3987604939
"2000","51179","STAFFORD","Virginia",33738,37.9147934061,24.7269550022
"2000","29097","JASPER","Missouri",73080,44.0381558029,26.4959839357
"2000","12071","LEE","Florida",353132,28.1506134106,26.8562247681
"2000","39133","PORTAGE","Ohio",40709,42.8017843464,27.4777201289
"2000","13113","FAYETTE","Georgia",54235,35.2701431707,24.3867146751
"2000","08077","MESA","Colorado",38477,42.0067464779,25.0526925304
"2000","22103","ST. TAMMANY","Louisiana",142065,30.2048748887,27.8762322505
"2000","55025","DANE","Wisconsin",311818,41.1611229745,21.117280649
"2000","18163","VANDERBURGH","Indiana",226188,25.318590233,29.524286763
"2000","37155","ROBESON","North Carolina",32354,28.4034803723,19.3796462446
"2000","13095","DOUGHERTY","Georgia",48265,28.2997509622,32.4052326657
"2000","21017","BOURBON","Kentucky",29050,40.0895856663,17.0872544233
"2000","39151","STARK","Ohio",285630,36.5736817529,27.6603625468
"2000","06071","SAN BERNARDINO","California",316622,26.9539058325,27.7139731821
"2000","34035","SOMERSET","New Jersey",836433,32.674993414,25.8815509386
"2000","12086","MIAMI-DADE","Florida",2874512,28.6554226454,23.9285484067
"2000","36063","NIAGARA","New York",34744,41.6666666667,24.2799628368
"2000","48439","TARRANT","Texas",1205888,19.3117637119,30.4259875703
"2000","48053","BURNET","Texas",39573,0,28.8435790204
"2000","18157","TIPPECANOE","Indiana",81477,47.1228176844,24.9640860428
"2000","29189","ST. LOUIS","Missouri",2856428,26.6821089814,28.9834608848
"2000","08101","PUEBLO","Colorado",40650,3.4129692833,29.1191103307
"2000","37081","GUILFORD","North Carolina",390498,25.1027029497,29.284047071
"2000","36015","CHEMUNG","New York",35100,52.9461998292,21.3728791298
"2000","17097","LAKE","Illinois",1558011,33.7039952865,25.0247854056
"2000","24025","HARFORD","Maryland",58999,25.7502837684,28.6398287216
"2000","12083","MARION","Florida",81295,51.7229352679,21.9800527873
"2000","42079","LUZERNE","Pennsylvania",177236,28.226489214,25.4471795447
"2000","34011","CUMBERLAND","New Jersey",59435,21.2569316081,30.8612637466
"2000","21067","FAYETTE","Kentucky",524675,23.783486683,30.2110367913
"2000","12057","HILLSBOROUGH","Florida",886302,29.38265867,26.8956722572
"2000","36091","SARATOGA","New York",120343,26.1437908497,26.2632879731
"2000","37001","ALAMANCE","North Carolina",47473,24.0847001473,29.6621554735
"2000","01127","WALKER","Alabama",54720,27.9058852339,30.4363440474
"2000","33015","ROCKINGHAM","New Hampshire",285970,40.0792170337,18.6935166244
"2000","34027","MORRIS","New Jersey",1369832,29.9702130195,25.7782387812
"2000","05119","PULASKI","Arkansas",531954,32.3268824802,25.0867979701
"2000","25021","NORFOLK","Massachusetts",940312,29.4467993749,22.7549816376
"2000","24033","PRINCE GEORGE""S","Maryland",242440,28.4835437832,21.9837557451
"2000","42045","DELAWARE","Pennsylvania",1149400,33.5664054262,23.6226681314
"2000","39049","FRANKLIN","Ohio",1283626,28.9652880618,26.7408894965
"2000","51710","NORFOLK (CITY)","Virginia",178505,32.4146008777,22.495507637
"2000","29047","CLAY","Missouri",92874,34.1192411924,19.7872906142
"2000","13073","COLUMBIA","Georgia",57484,33.966033966,27.8856683945
"2000","36085","RICHMOND","New York",224720,28.982582508,26.1467969074
"2000","48157","FORT BEND","Texas",193439,27.2084566977,28.0288892659
"2000","19103","JOHNSON","Iowa",82729,31.6195997587,24.8924595142
"2000","53067","THURSTON","Washington",122267,32.2642662934,26.0943437783
"2000","27053","HENNEPIN","Minnesota",2021548,30.4351488302,24.4153623478
"2000","39085","LAKE","Ohio",85079,34.104123208,28.6582838783
"2000","51059","FAIRFAX","Virginia",3874768,31.8448561774,24.7666089509
"2000","42019","BUTLER","Pennsylvania",80235,16.8708360198,30.5098278656
"2000","48037","BOWIE","Texas",91368,29.2579241263,21.4482774345
"2000","42107","SCHUYLKILL","Pennsylvania",50793,22.014087124,28.5934489403
"2000","17093","KENDALL","Illinois",29885,28.3813747228,27.6689136228
"2000","23011","KENNEBEC","Maine",49308,30.2581504503,23.6898846911
"2000","01095","MARSHALL","Alabama",27870,34.696922383,26.0721999383
"2000","53073","WHATCOM","Washington",66759,34.9662795054,26.7112805387
"2000","12015","CHARLOTTE","Florida",45734,45.0629855925,25.1002671441
"2000","18003","ALLEN","Indiana",182340,16.3942617056,30.991843959
"2000","36059","NASSAU","New York",2429442,30.4630071884,22.4738136937
"2000","53057","SKAGIT","Washington",51917,21.9142990219,29.745488768
"2000","12095","ORANGE","Florida",963515,27.7749138671,26.4186528224
"2000","49035","SALT LAKE","Utah",516053,35.0816874306,24.3021413189
"2000","24047","WORCESTER","Maryland",31115,21.0449927431,32.2156112451
"2000","13153","HOUSTON","Georgia",34411,51.1054086064,18.9862325024
"2000","19061","DUBUQUE","Iowa",32650,37.0288248337,23.4825870647
"2000","35025","LEA","New Mexico",44334,17.2180998109,36.3979981101
"2000","39055","GEAUGA","Ohio",64553,43.9455348604,24.62832608
"2000","51810","VIRGINIA BEACH (CITY)","Virginia",434404,27.7325805065,27.1558457241
"2000","37089","HENDERSON","North Carolina",53087,33.9790307382,20.7187968558
"2000","56021","LARAMIE","Wyoming",45856,31.2541181638,26.9682832995
"2000","47187","WILLIAMSON","Tennessee",332657,31.5282594047,28.4143853808
"2000","53035","KITSAP","Washington",110731,31.7380243728,24.4360902256
"2000","13175","LAURENS","Georgia",38000,10.8108108108,29.3676226017
"2000","29077","GREENE","Missouri",273209,22.0192713406,30.7747258158
"2000","36065","ONEIDA","New York",70666,50.8273129807,21.0460111542
"2000","47141","PUTNAM","Tennessee",51401,30.1210274988,24.6062146796
"2000","17031","COOK","Illinois",6303363,30.1606525283,21.4898952001
"2000","18081","JOHNSON","Indiana",31655,24.2819843342,27.4566668915
"2000","06007","BUTTE","California",43898,21.3046080192,30.1461584556
"2000","41029","JACKSON","Oregon",54890,29.6282063599,19.5510082313
"2000","21047","CHRISTIAN","Kentucky",42545,10.2375102375,39.3069166981
"2000","34025","MONMOUTH","New Jersey",974064,23.2125903746,28.0751141625
"2000","55059","KENOSHA","Wisconsin",27843,41.12634309,25.9046496168
"2000","24027","HOWARD","Maryland",218486,25.4319406833,25.7204961628
"2000","06045","MENDOCINO","California",28954,41.2011173184,17.4956717957
"2000","39061","HAMILTON","Ohio",1734410,32.3533561102,26.319768842
"2000","06067","SACRAMENTO","California",504621,29.2953312447,23.8856485992
"2000","51087","HENRICO","Virginia",499740,34.3350565581,26.7125350792
"2000","55131","WASHINGTON","Wisconsin",36388,24.0909090909,25.407056861
"2000","48259","KENDALL","Texas",28314,23.4741784038,30.0830379255
"2000","25009","ESSEX","Massachusetts",609300,32.0417893303,17.9450406908
"2000","13247","ROCKDALE","Georgia",25851,24.4359301831,29.1322084478
"2000","22019","CALCASIEU","Louisiana",79610,31.1717861206,24.1517436381
"2000","39025","CLERMONT","Ohio",52648,33.4335802831,25.3489580755
"2000","27037","DAKOTA","Minnesota",178952,25.0627716079,24.9050282843
"2000","42101","PHILADELPHIA","Pennsylvania",1237625,28.5786342427,16.9737511923
"2000","48329","MIDLAND","Texas",216351,18.6991869919,26.1983679995
"2000","55087","OUTAGAMIE","Wisconsin",54030,14.5124716553,26.5463167605
"2000","42073","LAWRENCE","Pennsylvania",49687,27.7429613694,25.5294948227
"2000","39099","MAHONING","Ohio",168554,29.7638243384,23.1142179953
"2000","12031","DUVAL","Florida",776759,28.6293490215,25.3039747455
